county,date,confirmed_patients,suspected_patients,all_hospital_beds,icu_covid_confirmed,icu_covid_suspected,icu_available_beds,total_covid_patients
Del Norte,2020-12-19,2,0,53,2,0,3,2
Plumas,2020-12-19,5,0,35,0,0,0,5
Alameda,2020-12-19,359,42,2529,100,10,75,401
Modoc,2020-12-19,0,0,12,0,0,0,0
Solano,2020-12-19,114,19,581,32,1,13,133
San Bernardino,2020-12-19,1508,126,4073,299,5,44,1634
El Dorado,2020-12-19,21,0,190,8,0,4,21
Santa Barbara,2020-12-19,105,3,688,23,1,46,108
Butte,2020-12-19,90,0,451,17,0,5,90
Fresno,2020-12-19,575,30,1566,109,6,8,605
Mono,2020-12-19,0,0,17,0,0,2,0
Marin,2020-12-19,22,4,335,9,1,10,26
Sacramento,2020-12-19,477,25,2635,110,5,63,502
Trinity,2020-12-19,0,0,25,0,0,0,0
Kings,2020-12-19,92,0,120,8,0,0,92
Madera,2020-12-19,40,4,275,9,1,7,44
Lassen,2020-12-19,5,0,25,0,0,0,5
Kern,2020-12-19,331,6,1152,72,0,22,337
Monterey,2020-12-19,171,2,717,30,0,10,173
Colusa,2020-12-19,6,0,48,0,0,5,6
Los Angeles,2020-12-19,5709,309,20319,1175,23,328,6018
San Joaquin,2020-12-19,338,9,956,80,2,0,347
Ventura,2020-12-19,265,14,1218,71,2,38,279
Tuolumne,2020-12-19,10,0,84,0,0,4,10
Humboldt,2020-12-19,7,1,275,3,0,10,8
Glenn,2020-12-19,5,0,47,0,0,0,5
San Luis Obispo,2020-12-19,40,0,460,10,0,20,40
Amador,2020-12-19,11,0,51,1,0,0,11
San Joaquin,2020-12-20,333,6,971,76,2,2,339
Butte,2020-12-20,88,1,451,9,0,8,89
Imperial,2020-12-20,198,0,265,41,0,2,198
San Benito,2020-12-20,15,0,25,3,0,0,15
Fresno,2020-12-20,569,29,1555,104,5,18,598
Tehama,2020-12-20,10,0,59,4,0,1,10
Mono,2020-12-20,0,0,17,0,0,2,0
Sutter,2020-12-20,0,0,14,0,0,0,0
Mendocino,2020-12-20,10,0,95,3,0,5,10
San Luis Obispo,2020-12-20,39,0,460,8,0,25,39
Del Norte,2020-12-20,2,0,51,2,0,3,2
Siskiyou,2020-12-20,8,0,56,2,0,7,8
Tuolumne,2020-12-20,11,0,84,1,0,4,11
Mariposa,2020-12-20,0,0,19,0,0,0,0
Colusa,2020-12-20,6,0,48,0,0,5,6
Marin,2020-12-20,26,4,325,11,1,10,30
Amador,2020-12-20,8,1,51,1,0,2,9
Los Angeles,2020-12-20,5866,358,20231,1202,31,354,6224
Trinity,2020-12-20,0,0,25,0,0,0,0
Contra Costa,2020-12-20,236,14,1505,55,2,37,250
El Dorado,2020-12-20,21,1,190,6,0,6,22
Nevada,2020-12-20,21,2,120,5,0,1,23
Madera,2020-12-20,34,4,275,9,1,9,38
Lake,2020-12-20,8,0,77,2,0,2,8
Shasta,2020-12-20,60,0,567,7,0,9,60
Inyo,2020-12-20,10,0,29,0,0,4,10
San Diego,2020-12-20,1248,46,6687,331,10,214,1294
Riverside,2020-12-20,1239,94,3494,229,6,36,1333
Sacramento,2020-12-20,493,262,2602,97,10,71,755
Yolo,2020-12-20,26,1,96,12,0,6,27
Humboldt,2020-12-20,7,3,270,1,0,12,10
Sonoma,2020-12-20,66,3,547,17,0,25,69
Yuba,2020-12-20,58,0,261,10,0,0,58
Kern,2020-12-20,326,3,1132,73,0,19,329
Napa,2020-12-20,18,0,238,6,0,5,18
Santa Clara,2020-12-20,599,24,3105,134,5,41,623
Tulare,2020-12-20,196,8,627,22,0,15,204
Lassen,2020-12-20,5,0,25,0,0,0,5
Santa Cruz,2020-12-20,60,0,372,15,0,2,60
Glenn,2020-12-20,5,0,47,0,0,0,5
Plumas,2020-12-20,4,0,35,0,0,0,4
San Francisco,2020-12-20,170,5,1831,42,1,67,175
Orange,2020-12-20,1709,72,5965,380,11,103,1781
Alameda,2020-12-20,373,41,2531,97,8,90,414
Ventura,2020-12-20,262,16,1216,70,3,19,278
Calaveras,2020-12-20,6,0,33,3,0,5,6
Monterey,2020-12-20,166,2,717,30,0,11,168
Stanislaus,2020-12-20,346,9,1302,60,0,11,355
Modoc,2020-12-20,0,0,12,0,0,0,0
Placer,2020-12-20,181,9,747,29,0,27,190
Santa Barbara,2020-12-20,103,6,688,22,2,49,109
Solano,2020-12-20,110,12,559,31,1,12,122
San Bernardino,2020-12-20,1545,125,4085,329,8,38,1670
San Mateo,2020-12-20,133,8,744,30,5,31,141
Merced,2020-12-20,67,0,271,15,0,4,67
Kings,2020-12-20,90,0,115,8,0,0,90
San Bernardino,2020-12-21,1618,101,4116,326,5,40,1719
San Mateo,2020-12-21,130,7,738,29,2,33,137
Stanislaus,2020-12-21,365,8,1308,58,1,12,373
Santa Barbara,2020-12-21,113,5,688,22,2,53,118
San Diego,2020-12-21,1314,61,6700,341,6,197,1375
Ventura,2020-12-21,273,8,1235,71,2,26,281
Alameda,2020-12-21,373,38,2532,106,6,82,411
Colusa,2020-12-21,12,0,48,0,0,5,12
Sonoma,2020-12-21,62,3,541,16,0,23,65
Sacramento,2020-12-21,500,262,2604,104,6,68,762
Inyo,2020-12-21,10,0,29,0,0,4,10
Lassen,2020-12-21,5,0,25,0,0,0,5
Santa Clara,2020-12-21,599,25,3105,138,4,50,624
El Dorado,2020-12-21,23,0,190,5,0,11,23
Modoc,2020-12-21,0,0,12,0,0,0,0
Napa,2020-12-21,20,0,247,6,0,5,20
San Luis Obispo,2020-12-21,44,1,460,9,0,22,45
Fresno,2020-12-21,587,28,1569,123,3,14,615
Imperial,2020-12-21,194,1,265,40,0,2,195
Los Angeles,2020-12-21,6155,305,20241,1234,34,373,6460
Calaveras,2020-12-21,6,0,33,3,0,4,6
Humboldt,2020-12-21,6,3,270,2,0,12,9
Mono,2020-12-21,0,0,17,0,0,2,0
Yolo,2020-12-21,24,0,96,12,0,5,24
Amador,2020-12-21,8,0,51,1,0,0,8
Placer,2020-12-21,175,12,751,27,1,21,187
Contra Costa,2020-12-21,238,17,1511,57,1,40,255
Yuba,2020-12-21,62,0,261,9,0,6,62
Plumas,2020-12-21,5,0,35,0,0,0,5
Tulare,2020-12-21,198,8,627,24,2,7,206
Solano,2020-12-21,118,16,573,29,5,13,134
Shasta,2020-12-21,57,0,567,7,0,10,57
Lake,2020-12-21,7,0,77,2,0,2,7
Del Norte,2020-12-21,2,0,51,1,0,2,2
Mendocino,2020-12-21,14,0,96,4,0,6,14
Glenn,2020-12-21,5,0,47,0,0,0,5
Nevada,2020-12-21,17,0,120,4,0,1,17
Santa Cruz,2020-12-21,60,0,372,15,0,3,60
Sutter,2020-12-21,0,0,14,0,0,0,0
Madera,2020-12-21,37,6,304,9,1,8,43
Trinity,2020-12-21,0,0,25,0,0,0,0
Kern,2020-12-21,348,7,1123,73,0,9,355
Tehama,2020-12-21,10,0,59,4,0,1,10
Riverside,2020-12-21,1278,102,3517,250,7,17,1380
San Joaquin,2020-12-21,328,7,969,74,2,1,335
San Francisco,2020-12-21,162,9,1909,45,2,63,171
San Benito,2020-12-21,15,0,25,3,0,0,15
Butte,2020-12-21,95,0,451,10,0,9,95
Orange,2020-12-21,1806,72,6019,390,14,96,1878
Kings,2020-12-21,87,0,129,10,0,0,87
Siskiyou,2020-12-21,9,0,56,3,0,7,9
Tuolumne,2020-12-21,10,0,84,3,0,2,10
Marin,2020-12-21,28,4,334,9,0,12,32
Monterey,2020-12-21,165,2,717,32,0,16,167
Mariposa,2020-12-21,0,0,19,0,0,0,0
Merced,2020-12-21,66,0,271,15,0,4,66
Calaveras,2020-12-22,8,0,33,4,0,4,8
Lake,2020-12-22,6,0,77,2,0,2,6
Riverside,2020-12-22,1322,69,3505,247,9,33,1391
El Dorado,2020-12-22,26,0,190,5,0,8,26
Fresno,2020-12-22,560,30,1582,106,3,7,590
Contra Costa,2020-12-22,237,16,1528,53,2,35,253
Orange,2020-12-22,1854,61,6051,394,11,102,1915
Madera,2020-12-22,43,4,288,11,0,13,47
Mendocino,2020-12-22,16,0,91,4,0,5,16
Ventura,2020-12-22,312,7,1226,72,3,26,319
Sutter,2020-12-22,0,0,14,0,0,0,0
Modoc,2020-12-22,0,0,12,0,0,0,0
Stanislaus,2020-12-22,349,11,1313,62,1,10,360
Los Angeles,2020-12-22,6499,321,20234,1280,46,386,6820
Plumas,2020-12-22,6,0,35,0,0,0,6
Del Norte,2020-12-22,2,0,51,1,0,3,2
Colusa,2020-12-22,12,0,48,0,0,5,12
Alameda,2020-12-22,388,40,2525,118,9,68,428
San Francisco,2020-12-22,157,9,2002,47,0,53,166
San Benito,2020-12-22,14,0,25,3,0,0,14
Mono,2020-12-22,0,0,17,0,0,2,0
Siskiyou,2020-12-22,6,0,56,3,0,8,6
Lassen,2020-12-22,6,0,25,0,0,0,6
Tulare,2020-12-22,202,10,627,26,1,7,212
Shasta,2020-12-22,59,0,567,9,0,6,59
Merced,2020-12-22,67,0,271,15,0,3,67
Trinity,2020-12-22,0,0,25,0,0,0,0
Monterey,2020-12-22,165,1,717,33,0,15,166
Napa,2020-12-22,21,0,261,6,0,11,21
San Mateo,2020-12-22,145,11,746,34,0,29,156
San Diego,2020-12-22,1340,70,6704,346,14,184,1410
Santa Barbara,2020-12-22,123,3,688,21,0,42,126
Marin,2020-12-22,25,2,342,10,0,11,27
Santa Cruz,2020-12-22,65,0,372,17,0,4,65
Sonoma,2020-12-22,77,1,583,18,0,19,78
Yuba,2020-12-22,63,0,261,9,0,4,63
Imperial,2020-12-22,205,0,265,42,0,3,205
Placer,2020-12-22,185,18,755,25,1,20,203
Santa Clara,2020-12-22,618,28,3142,148,3,44,646
San Joaquin,2020-12-22,323,15,954,71,3,3,338
Butte,2020-12-22,88,0,451,12,0,7,88
Sacramento,2020-12-22,518,21,2611,103,10,74,539
Mariposa,2020-12-22,0,0,19,0,0,0,0
Solano,2020-12-22,137,16,589,30,4,18,153
San Bernardino,2020-12-22,1635,119,4092,327,8,37,1754
San Luis Obispo,2020-12-22,49,1,460,9,0,23,50
Glenn,2020-12-22,5,0,47,0,0,0,5
Tehama,2020-12-22,13,0,59,2,0,1,13
Kings,2020-12-22,83,0,127,9,0,0,83
Inyo,2020-12-22,10,0,29,0,0,4,10
Nevada,2020-12-22,15,0,126,5,0,3,15
Kern,2020-12-22,342,3,1130,72,0,11,345
Yolo,2020-12-22,25,18,96,11,0,5,43
Tuolumne,2020-12-22,7,0,84,1,0,2,7
Amador,2020-12-22,9,0,52,2,0,0,9
Humboldt,2020-12-22,6,8,274,2,0,13,14
Santa Barbara,2020-12-23,124,5,668,26,0,22,129
Kings,2020-12-23,83,0,117,10,0,0,83
Tuolumne,2020-12-23,10,0,84,1,0,3,10
Marin,2020-12-23,25,2,345,10,1,12,27
Trinity,2020-12-23,0,0,25,0,0,0,0
Kern,2020-12-23,328,10,1121,66,1,17,338
San Mateo,2020-12-23,157,8,746,41,1,24,165
San Diego,2020-12-23,1404,62,6699,369,11,190,1466
Humboldt,2020-12-23,5,5,270,2,0,14,10
El Dorado,2020-12-23,27,1,190,5,0,7,28
Siskiyou,2020-12-23,4,0,56,2,0,8,4
Nevada,2020-12-23,20,0,141,6,0,1,20
San Benito,2020-12-23,15,0,25,4,0,0,15
Mono,2020-12-23,0,0,17,0,0,2,0
Del Norte,2020-12-23,2,0,51,1,0,2,2
Inyo,2020-12-23,8,0,29,0,0,4,8
Shasta,2020-12-23,52,0,567,10,0,4,52
Santa Cruz,2020-12-23,63,0,372,16,0,5,63
Sutter,2020-12-23,0,0,14,0,0,0,0
Amador,2020-12-23,9,0,52,3,0,0,9
San Joaquin,2020-12-23,333,13,926,77,7,5,346
Plumas,2020-12-23,6,0,35,0,0,0,6
Mendocino,2020-12-23,14,0,92,5,0,3,14
Santa Clara,2020-12-23,635,22,3150,152,2,37,657
Solano,2020-12-23,137,15,595,28,0,12,152
Los Angeles,2020-12-23,6708,292,20196,1329,35,355,7000
Alameda,2020-12-23,403,46,2521,124,8,67,449
Modoc,2020-12-23,0,0,12,0,0,0,0
Placer,2020-12-23,193,17,756,27,1,21,210
Stanislaus,2020-12-23,342,12,1303,62,2,15,354
Merced,2020-12-23,60,0,271,14,0,3,60
San Bernardino,2020-12-23,1642,107,4093,331,5,38,1749
Orange,2020-12-23,1893,73,6082,405,12,101,1966
San Luis Obispo,2020-12-23,48,2,460,9,0,21,50
Colusa,2020-12-23,17,0,48,0,0,5,17
Calaveras,2020-12-23,8,0,33,3,0,4,8
Monterey,2020-12-23,155,3,717,34,0,12,158
Yuba,2020-12-23,58,0,261,7,0,4,58
Fresno,2020-12-23,629,37,1587,126,1,4,666
Madera,2020-12-23,45,9,288,10,1,14,54
Mariposa,2020-12-23,1,0,19,0,0,0,1
Napa,2020-12-23,20,0,250,7,0,8,20
Lake,2020-12-23,6,0,77,3,0,4,6
Sacramento,2020-12-23,512,22,2626,101,4,75,534
Contra Costa,2020-12-23,243,14,1537,54,2,24,257
Imperial,2020-12-23,197,0,265,43,0,2,197
Sonoma,2020-12-23,74,3,572,20,0,19,77
Yolo,2020-12-23,27,1,96,12,0,3,28
Lassen,2020-12-23,5,0,25,0,0,0,5
Butte,2020-12-23,81,0,451,11,0,10,81
Glenn,2020-12-23,14,0,47,0,0,0,14
Riverside,2020-12-23,1327,86,3526,255,6,25,1413
Ventura,2020-12-23,319,14,1232,68,6,34,333
Tehama,2020-12-23,15,0,59,2,0,2,15
San Francisco,2020-12-23,164,11,1995,45,1,52,175
Tulare,2020-12-23,208,4,627,26,0,8,212
Los Angeles,2020-12-24,6770,286,20203,1335,27,364,7056
Modoc,2020-12-24,1,0,12,0,0,0,1
Solano,2020-12-24,129,12,565,34,2,12,141
Santa Barbara,2020-12-24,120,23,668,26,1,22,143
Mendocino,2020-12-24,13,2,88,4,2,4,15
Madera,2020-12-24,45,4,288,10,0,13,49
San Diego,2020-12-24,1405,64,6710,361,7,197,1469
Sacramento,2020-12-24,475,19,2615,98,5,72,494
San Luis Obispo,2020-12-24,47,1,460,8,0,23,48
Butte,2020-12-24,84,0,451,14,0,5,84
Contra Costa,2020-12-24,242,16,1532,49,3,37,258
San Bernardino,2020-12-24,1641,90,4064,325,3,31,1731
Mariposa,2020-12-24,1,0,19,0,0,0,1
Fresno,2020-12-24,621,29,1541,106,4,5,650
Kings,2020-12-24,83,0,125,11,0,0,83
San Benito,2020-12-24,16,0,25,4,0,0,16
Monterey,2020-12-24,176,3,717,33,1,16,179
Amador,2020-12-24,10,0,52,3,0,0,10
San Francisco,2020-12-24,171,11,1972,53,0,58,182
San Joaquin,2020-12-24,323,5,940,77,2,5,328
Placer,2020-12-24,192,19,755,28,1,24,211
Glenn,2020-12-24,14,0,47,0,0,0,14
Nevada,2020-12-24,21,0,119,6,0,0,21
Trinity,2020-12-24,0,0,25,0,0,0,0
Siskiyou,2020-12-24,5,0,56,1,0,9,5
Napa,2020-12-24,21,0,241,5,0,8,21
Stanislaus,2020-12-24,342,7,1294,57,2,17,349
Plumas,2020-12-24,4,0,35,0,0,0,4
Orange,2020-12-24,1955,51,6003,417,8,94,2006
Colusa,2020-12-24,17,0,48,0,0,5,17
San Mateo,2020-12-24,149,8,742,36,1,21,157
Sonoma,2020-12-24,78,3,577,22,0,22,81
Marin,2020-12-24,30,6,346,9,0,9,36
El Dorado,2020-12-24,25,0,190,7,0,6,25
Tuolumne,2020-12-24,6,0,84,0,0,2,6
Inyo,2020-12-24,9,0,29,1,0,4,9
Shasta,2020-12-24,45,3,567,6,0,13,48
Mono,2020-12-24,0,0,17,0,0,3,0
Santa Clara,2020-12-24,629,21,3137,156,0,35,650
Santa Cruz,2020-12-24,67,2,372,17,0,5,69
Humboldt,2020-12-24,6,4,265,2,0,16,10
Yuba,2020-12-24,57,0,261,9,0,3,57
Lassen,2020-12-24,6,0,25,0,0,0,6
Yolo,2020-12-24,29,0,170,12,0,17,29
Lake,2020-12-24,6,0,77,3,0,3,6
Calaveras,2020-12-24,6,0,33,2,0,4,6
Del Norte,2020-12-24,2,0,51,1,0,2,2
Kern,2020-12-24,326,3,1109,69,0,22,329
Tehama,2020-12-24,14,0,59,4,0,2,14
Sutter,2020-12-24,0,0,14,0,0,0,0
Merced,2020-12-24,54,0,271,13,0,4,54
Tulare,2020-12-24,198,7,627,21,1,12,205
Alameda,2020-12-24,385,37,2507,117,4,76,422
Riverside,2020-12-24,1336,85,3502,267,6,49,1421
Ventura,2020-12-24,333,13,1217,67,6,36,346
Imperial,2020-12-24,197,0,265,43,0,0,197
Humboldt,2020-12-25,6,4,274,2,0,15,10
Santa Clara,2020-12-25,633,19,3083,158,2,40,652
Siskiyou,2020-12-25,8,0,56,1,0,9,8
Mendocino,2020-12-25,12,0,81,3,0,2,12
Stanislaus,2020-12-25,349,11,1301,59,1,14,360
Kings,2020-12-25,82,0,112,9,0,0,82
Riverside,2020-12-25,1335,85,3477,266,4,36,1420
San Mateo,2020-12-25,142,6,729,31,2,26,148
Nevada,2020-12-25,22,0,119,6,0,0,22
El Dorado,2020-12-25,26,0,190,8,0,6,26
Ventura,2020-12-25,325,13,1209,67,4,35,338
Alameda,2020-12-25,389,38,2493,113,2,81,427
Los Angeles,2020-12-25,6815,309,20189,1368,41,363,7124
Monterey,2020-12-25,168,2,717,35,0,15,170
Santa Cruz,2020-12-25,68,2,372,18,0,6,70
Kern,2020-12-25,333,5,1084,77,0,16,338
Mono,2020-12-25,0,0,17,0,0,1,0
Contra Costa,2020-12-25,249,16,1518,53,4,33,265
Placer,2020-12-25,192,8,751,24,2,20,200
Tulare,2020-12-25,199,3,627,22,0,10,202
San Bernardino,2020-12-25,1625,95,4031,337,4,49,1720
Sutter,2020-12-25,0,0,14,0,0,0,0
Inyo,2020-12-25,7,0,29,0,0,4,7
Merced,2020-12-25,49,0,271,13,0,5,49
San Luis Obispo,2020-12-25,46,3,460,8,0,27,49
Shasta,2020-12-25,43,4,567,8,0,11,47
Modoc,2020-12-25,1,0,12,0,0,0,1
Yuba,2020-12-25,60,2,261,12,1,4,62
Trinity,2020-12-25,0,0,25,0,0,0,0
Plumas,2020-12-25,3,0,35,0,0,0,3
Del Norte,2020-12-25,3,0,51,0,0,4,3
Imperial,2020-12-25,185,0,265,44,0,0,185
San Diego,2020-12-25,1416,41,6700,365,5,170,1457
Amador,2020-12-25,7,1,52,3,0,0,8
Yolo,2020-12-25,25,47,169,12,0,17,72
Mariposa,2020-12-25,1,0,19,0,0,0,1
Tuolumne,2020-12-25,6,0,84,0,0,4,6
San Benito,2020-12-25,16,0,25,4,0,0,16
Tehama,2020-12-25,16,0,59,2,0,1,16
Glenn,2020-12-25,16,1,47,0,0,0,17
Solano,2020-12-25,133,11,557,32,1,13,144
Calaveras,2020-12-25,5,0,33,2,0,4,5
Orange,2020-12-25,1957,54,5998,432,4,93,2011
Sonoma,2020-12-25,68,1,542,21,0,21,69
Napa,2020-12-25,22,0,234,8,0,8,22
Lassen,2020-12-25,6,0,25,0,0,0,6
Madera,2020-12-25,47,5,288,9,0,13,52
Butte,2020-12-25,91,0,451,15,0,4,91
Fresno,2020-12-25,617,23,1537,136,3,7,640
Marin,2020-12-25,30,6,341,10,0,12,36
Sacramento,2020-12-25,473,20,2596,98,5,83,493
Colusa,2020-12-25,14,0,48,0,0,5,14
San Joaquin,2020-12-25,316,11,906,75,1,11,327
Lake,2020-12-25,5,0,77,3,0,2,5
San Francisco,2020-12-25,164,5,1941,49,1,67,169
Santa Barbara,2020-12-25,117,3,668,25,1,25,120
Santa Barbara,2020-12-26,121,4,668,29,0,27,125
El Dorado,2020-12-26,25,0,190,10,0,2,25
Shasta,2020-12-26,47,1,567,8,0,11,48
Yuba,2020-12-26,65,2,261,13,1,2,67
Tulare,2020-12-26,200,5,627,21,0,15,205
Sonoma,2020-12-26,70,0,534,20,0,23,70
Mariposa,2020-12-26,1,0,19,0,0,0,1
Tehama,2020-12-26,19,0,59,2,0,0,19
San Benito,2020-12-26,16,0,25,4,0,0,16
Stanislaus,2020-12-26,348,17,1301,59,3,20,365
Los Angeles,2020-12-26,6914,303,20201,1404,35,424,7217
Siskiyou,2020-12-26,6,0,56,1,0,9,6
Ventura,2020-12-26,336,20,1214,68,4,33,356
Kings,2020-12-26,88,0,129,9,0,0,88
San Diego,2020-12-26,1440,41,6714,388,9,171,1481
Imperial,2020-12-26,174,2,265,42,0,4,176
Plumas,2020-12-26,3,0,35,0,0,0,3
Madera,2020-12-26,44,1,288,9,0,12,45
Yolo,2020-12-26,29,0,169,4,0,24,29
Placer,2020-12-26,192,11,747,25,0,23,203
Mono,2020-12-26,1,0,17,0,0,1,1
Butte,2020-12-26,100,0,451,16,0,3,100
Inyo,2020-12-26,9,0,29,0,0,4,9
Modoc,2020-12-26,1,0,12,0,0,0,1
Santa Cruz,2020-12-26,64,0,372,18,0,5,64
San Joaquin,2020-12-26,320,12,913,80,1,7,332
Fresno,2020-12-26,620,32,1543,135,4,8,652
Humboldt,2020-12-26,5,2,274,2,0,14,7
Lake,2020-12-26,8,1,77,4,1,1,9
Contra Costa,2020-12-26,242,24,1519,56,5,29,266
Orange,2020-12-26,1990,56,5929,443,7,99,2046
Calaveras,2020-12-26,4,0,33,2,0,4,4
Trinity,2020-12-26,0,0,25,0,0,0,0
Merced,2020-12-26,51,0,271,12,0,7,51
Sacramento,2020-12-26,452,27,2584,99,4,84,479
Lassen,2020-12-26,7,0,25,0,0,0,7
Solano,2020-12-26,141,9,573,36,1,11,150
San Bernardino,2020-12-26,1617,82,4022,329,6,45,1699
Nevada,2020-12-26,21,1,120,4,0,0,22
San Mateo,2020-12-26,146,2,723,33,1,28,148
Colusa,2020-12-26,14,0,48,0,0,5,14
Napa,2020-12-26,23,3,241,10,0,5,26
Tuolumne,2020-12-26,6,0,84,1,0,2,6
Sutter,2020-12-26,0,0,14,0,0,0,0
Kern,2020-12-26,357,9,1074,71,0,33,366
San Luis Obispo,2020-12-26,49,2,460,9,0,25,51
Alameda,2020-12-26,412,37,2506,118,4,80,449
Mendocino,2020-12-26,14,0,80,4,0,2,14
Marin,2020-12-26,26,3,335,10,0,8,29
San Francisco,2020-12-26,172,3,1929,47,0,72,175
Del Norte,2020-12-26,3,0,51,1,0,1,3
Monterey,2020-12-26,180,2,717,38,0,12,182
Riverside,2020-12-26,1382,89,3468,277,1,31,1471
Amador,2020-12-26,9,0,52,2,0,1,9
Santa Clara,2020-12-26,637,18,3081,150,4,48,655
Glenn,2020-12-26,16,1,47,0,0,0,17
Sutter,2020-12-27,0,0,14,0,0,0,0
Santa Cruz,2020-12-27,70,0,373,17,0,3,70
Trinity,2020-12-27,0,0,25,0,0,0,0
San Luis Obispo,2020-12-27,56,1,460,13,0,20,57
Amador,2020-12-27,9,0,52,3,0,0,9
Sacramento,2020-12-27,463,27,2590,94,6,95,490
San Diego,2020-12-27,1481,45,6714,394,4,175,1526
Inyo,2020-12-27,11,0,29,0,0,4,11
Marin,2020-12-27,24,4,335,8,1,10,28
Merced,2020-12-27,54,0,271,12,0,6,54
Placer,2020-12-27,201,14,747,26,2,20,215
Calaveras,2020-12-27,3,0,33,1,0,4,3
Kern,2020-12-27,375,9,1096,73,0,12,384
Humboldt,2020-12-27,6,3,274,1,0,13,9
Butte,2020-12-27,84,0,451,17,0,3,84
San Joaquin,2020-12-27,327,11,930,76,1,9,338
Del Norte,2020-12-27,3,0,51,1,0,2,3
Glenn,2020-12-27,16,1,47,0,0,0,17
Yuba,2020-12-27,68,1,261,14,0,1,69
Orange,2020-12-27,2031,52,6001,453,8,92,2083
Napa,2020-12-27,24,1,241,9,0,5,25
Tuolumne,2020-12-27,7,1,84,1,0,5,8
Modoc,2020-12-27,1,0,12,0,0,0,1
Kings,2020-12-27,90,0,127,9,0,0,90
San Mateo,2020-12-27,152,8,727,34,3,28,160
Mono,2020-12-27,1,0,17,0,0,2,1
Fresno,2020-12-27,625,41,1564,138,5,8,666
Ventura,2020-12-27,341,17,1213,74,5,37,358
Solano,2020-12-27,136,9,572,36,2,11,145
Colusa,2020-12-27,14,0,48,0,0,5,14
Tehama,2020-12-27,22,0,59,2,0,1,22
Nevada,2020-12-27,19,0,131,5,0,0,19
Plumas,2020-12-27,2,0,35,0,0,0,2
Santa Clara,2020-12-27,661,23,3102,155,5,39,684
Los Angeles,2020-12-27,7181,332,20222,1449,65,384,7513
San Benito,2020-12-27,16,0,25,4,0,0,16
Stanislaus,2020-12-27,352,11,1300,62,1,21,363
Lake,2020-12-27,8,0,77,3,0,1,8
Alameda,2020-12-27,418,35,2503,115,4,75,453
Madera,2020-12-27,45,5,288,8,0,13,50
San Francisco,2020-12-27,179,5,1919,46,0,65,184
Yolo,2020-12-27,29,0,169,13,0,15,29
Riverside,2020-12-27,1367,106,3476,282,7,29,1473
Mendocino,2020-12-27,12,1,83,4,1,4,13
Santa Barbara,2020-12-27,127,7,668,33,1,22,134
Monterey,2020-12-27,179,0,717,37,0,9,179
Shasta,2020-12-27,46,1,567,6,0,10,47
Siskiyou,2020-12-27,5,0,56,1,0,9,5
Imperial,2020-12-27,190,2,265,42,0,4,192
El Dorado,2020-12-27,28,0,190,9,0,4,28
San Bernardino,2020-12-27,1655,72,4034,343,5,48,1727
Contra Costa,2020-12-27,257,23,1528,63,4,27,280
Lassen,2020-12-27,5,0,25,0,0,0,5
Tulare,2020-12-27,215,5,627,22,1,12,220
Mariposa,2020-12-27,1,0,19,0,0,0,1
Sonoma,2020-12-27,74,3,570,20,1,23,77
Placer,2020-12-28,206,20,745,28,1,19,226
San Francisco,2020-12-28,186,6,1930,48,3,64,192
Los Angeles,2020-12-28,7415,297,20266,1496,34,356,7712
Modoc,2020-12-28,1,0,12,0,0,0,1
Tulare,2020-12-28,218,12,633,21,1,13,230
San Bernardino,2020-12-28,1738,83,4076,342,5,53,1821
San Mateo,2020-12-28,157,8,724,36,3,27,165
Calaveras,2020-12-28,1,0,33,0,0,5,1
San Luis Obispo,2020-12-28,65,2,460,14,0,23,67
Siskiyou,2020-12-28,5,0,56,1,0,7,5
Riverside,2020-12-28,1448,93,3535,287,5,41,1541
Mono,2020-12-28,0,0,17,0,0,2,0
San Benito,2020-12-28,15,0,25,3,0,0,15
Santa Cruz,2020-12-28,71,0,372,17,0,2,71
Contra Costa,2020-12-28,249,11,1529,62,3,29,260
Nevada,2020-12-28,18,0,134,3,0,2,18
Humboldt,2020-12-28,7,5,274,2,0,14,12
Yuba,2020-12-28,67,0,261,14,0,1,67
Madera,2020-12-28,47,5,288,8,0,13,52
Mendocino,2020-12-28,10,0,88,3,0,7,10
Glenn,2020-12-28,16,1,47,0,0,0,17
Marin,2020-12-28,28,4,342,9,0,12,32
Monterey,2020-12-28,191,0,717,34,0,13,191
Napa,2020-12-28,23,2,250,11,0,47,25
Butte,2020-12-28,77,0,451,12,0,3,77
Fresno,2020-12-28,637,40,1593,117,1,13,677
Mariposa,2020-12-28,1,0,19,0,0,0,1
Lassen,2020-12-28,5,0,25,0,0,0,5
Colusa,2020-12-28,14,0,48,0,0,5,14
Sutter,2020-12-28,0,0,14,0,0,0,0
Shasta,2020-12-28,42,0,567,4,0,7,42
Imperial,2020-12-28,182,3,265,48,0,2,185
Solano,2020-12-28,137,9,568,34,1,11,146
Santa Clara,2020-12-28,690,24,3117,167,4,27,714
Lake,2020-12-28,8,0,77,3,0,1,8
Sacramento,2020-12-28,484,23,2608,93,5,101,507
Sonoma,2020-12-28,76,2,569,23,0,20,78
Inyo,2020-12-28,11,0,29,1,0,3,11
Stanislaus,2020-12-28,352,15,1299,62,1,20,367
Santa Barbara,2020-12-28,129,7,668,35,1,21,136
El Dorado,2020-12-28,26,0,190,9,0,3,26
Alameda,2020-12-28,441,32,2518,117,3,70,473
